Interpret	Lied	Tanz aus Radio	Tänze aus lokaler Datenbank	Kandidaten	Sicherheit	Abspielungen	Zuletzt gespielt	Abgleich
Truck Stop	Keine Angst (die Nacht ist warm)				keine	1	2026-07-15T10:21:08.000Z	keine lokale Zuordnung gefunden
Truck Stop	Komm ma' auf'n Punkt				keine	1	2026-07-13T21:59:41.000Z	keine lokale Zuordnung gefunden
Truck Stop	Liebe, Lust & Laster				keine	1	2026-07-14T16:41:15.000Z	keine lokale Zuordnung gefunden
Truck Stop	On The Road				keine	1	2026-07-14T13:56:15.000Z	keine lokale Zuordnung gefunden
Truck Stop	Sally & Dan				keine	1	2026-07-14T08:20:24.000Z	keine lokale Zuordnung gefunden
Truck Stop	Squaredance Darling				keine	1	2026-07-14T19:07:15.000Z	keine lokale Zuordnung gefunden
Truck Stop	Supermann				keine	1	2026-07-14T01:34:13.000Z	keine lokale Zuordnung gefunden
Truck Stop	Tief im Herzen (immer Cowboy)				keine	1	2026-07-14T21:48:59.000Z	keine lokale Zuordnung gefunden
Truck Stop	Wenn es Nacht wird in Old Tucson				keine	1	2026-07-14T05:44:00.000Z	keine lokale Zuordnung gefunden
Tucker Wetmore	Brunette				keine	3	2026-07-15T01:40:06.000Z	keine lokale Zuordnung gefunden
Turnpike Troubadours	Heaven Passing Through				keine	4	2026-07-15T16:33:47.000Z	keine lokale Zuordnung gefunden
Tyler Braden	My Americana				keine	6	2026-07-15T14:28:51.000Z	keine lokale Zuordnung gefunden
Tyler Childers	In your love				keine	2	2026-07-14T18:33:24.000Z	keine lokale Zuordnung gefunden
Tyler Hubbard	5 foot 9				keine	1	2026-07-14T05:19:22.000Z	keine lokale Zuordnung gefunden
Tyler Hubbard	Back then right now				keine	1	2026-07-15T00:52:58.000Z	keine lokale Zuordnung gefunden
Tyler Joe Miller	Back to drinkin' whiskey				keine	2	2026-07-14T10:10:41.000Z	keine lokale Zuordnung gefunden
Tyler Joe Miller	Doin’ What She Does				keine	2	2026-07-15T01:12:58.000Z	keine lokale Zuordnung gefunden
Tyler Nance	Keeps Me Sane				keine	4	2026-07-15T09:50:24.000Z	keine lokale Zuordnung gefunden
Volker Lechtenbrink	Der Macher				keine	2	2026-07-15T13:03:45.000Z	keine lokale Zuordnung gefunden
Volker Lechtenbrink	Erst drüben die Dame				keine	1	2026-07-14T07:28:26.000Z	keine lokale Zuordnung gefunden
Volker Lechtenbrink	Flaschenpfand				keine	1	2026-07-14T15:46:57.000Z	keine lokale Zuordnung gefunden
Volker Lechtenbrink	Hilf' mir durch die Nacht				keine	1	2026-07-15T03:53:19.000Z	keine lokale Zuordnung gefunden
Volker Lechtenbrink	Ich mag				keine	2	2026-07-15T06:29:17.000Z	keine lokale Zuordnung gefunden
Volker Lechtenbrink	Lass' uns immer zärtlich sein				keine	1	2026-07-14T02:29:48.000Z	keine lokale Zuordnung gefunden
Volker Lechtenbrink	Meine Tür steht immer offen				keine	2	2026-07-14T17:19:32.000Z	keine lokale Zuordnung gefunden
Waylon Jennings	Luckenback, Texas				keine	2	2026-07-15T00:03:05.000Z	keine lokale Zuordnung gefunden
Willie Nelson	Blue Eyes Crying In The Rain				keine	1	2026-07-15T11:54:09.000Z	keine lokale Zuordnung gefunden
Willie Nelson	Georgia On My Mind				keine	2	2026-07-15T04:25:12.000Z	keine lokale Zuordnung gefunden
Willie Nelson	Little House on the Hill				keine	1	2026-07-14T19:14:25.000Z	keine lokale Zuordnung gefunden
Willie Nelson	The Party's Over				keine	1	2026-07-14T04:35:13.000Z	keine lokale Zuordnung gefunden
Wynonna	Girls with guitars				keine	2	2026-07-15T15:35:10.000Z	keine lokale Zuordnung gefunden
Wynonna	I saw the light				keine	2	2026-07-14T21:45:12.000Z	keine lokale Zuordnung gefunden
Wynonna	What the world needs				keine	1	2026-07-14T12:33:38.000Z	keine lokale Zuordnung gefunden
