Interpret	Lied	Tanz aus Radio	Tänze aus lokaler Datenbank	Kandidaten	Sicherheit	Abspielungen	Zuletzt gespielt	Abgleich
Josh Abbott Band	Touch				keine	1	2026-07-15T06:13:12.000Z	keine lokale Zuordnung gefunden
Josh Turner	Hometown Girl				keine	3	2026-07-14T11:13:24.000Z	keine lokale Zuordnung gefunden
Josh Turner	Time Is Love				keine	1	2026-07-15T00:33:15.000Z	keine lokale Zuordnung gefunden
Josh Turner	Wouldn`t Be A Man				keine	2	2026-07-15T14:52:16.000Z	keine lokale Zuordnung gefunden
Justin Moore	Bait A Hook				keine	1	2026-07-13T20:41:50.000Z	keine lokale Zuordnung gefunden
Justin Moore	Lettin' The Night Roll				keine	1	2026-07-15T10:39:07.000Z	keine lokale Zuordnung gefunden
Justin Moore	Point At You				keine	1	2026-07-15T06:45:42.000Z	keine lokale Zuordnung gefunden
Kacey Musgraves	Follow Your Arrow				keine	1	2026-07-15T09:43:10.000Z	keine lokale Zuordnung gefunden
Kane Brown	Lose It				keine	2	2026-07-15T09:21:45.000Z	keine lokale Zuordnung gefunden
Keit Urban	Without You				keine	1	2026-07-14T02:58:05.000Z	keine lokale Zuordnung gefunden
Keith Urban	Break On Me				keine	1	2026-07-15T15:36:06.000Z	keine lokale Zuordnung gefunden
Keith Urban	For You				keine	2	2026-07-14T09:34:38.000Z	keine lokale Zuordnung gefunden
Keith Urban	kiss a girl				keine	2	2026-07-14T13:17:38.000Z	keine lokale Zuordnung gefunden
Keith Urban	Little Bit Of Everything				keine	1	2026-07-14T07:46:31.000Z	keine lokale Zuordnung gefunden
Keith Urban	Raining on Sunday				keine	3	2026-07-14T22:57:38.000Z	keine lokale Zuordnung gefunden
Keith Urban	Raise Em Up				keine	1	2026-07-14T16:14:42.000Z	keine lokale Zuordnung gefunden
Keith Urban	Somebody Like You				keine	1	2026-07-13T22:43:57.000Z	keine lokale Zuordnung gefunden
Keith Urban	You'll Think of Me				keine	1	2026-07-14T19:47:56.000Z	keine lokale Zuordnung gefunden
Keith Urban (Featuring Miranda Lambert)	We Were Us				keine	1	2026-07-14T17:11:20.000Z	keine lokale Zuordnung gefunden
Kelsea Ballerini	Love Me Like You Mean It				keine	2	2026-07-15T10:48:50.000Z	keine lokale Zuordnung gefunden
Kelsea Ballerini	Peter Pan				keine	1	2026-07-15T00:06:08.000Z	keine lokale Zuordnung gefunden
Kenny Chesney	Bar At The End Of The World				keine	1	2026-07-14T16:39:59.000Z	keine lokale Zuordnung gefunden
Kenny Chesney	Better As A Memory				keine	1	2026-07-14T07:59:19.000Z	keine lokale Zuordnung gefunden
Kenny Chesney	Come Over				keine	2	2026-07-15T08:23:14.000Z	keine lokale Zuordnung gefunden
Kenny Chesney	El Cerrito Place				keine	1	2026-07-14T09:22:31.000Z	keine lokale Zuordnung gefunden
Kenny Chesney	Noise				keine	2	2026-07-15T09:08:24.000Z	keine lokale Zuordnung gefunden
Kenny Chesney	Til Its Gone				keine	2	2026-07-14T20:45:07.000Z	keine lokale Zuordnung gefunden
Kenny Chesney	Young				keine	2	2026-07-14T10:06:48.000Z	keine lokale Zuordnung gefunden
Kenny Chesney feat. P!nk	Setting The World On Fire				keine	1	2026-07-15T14:55:49.000Z	keine lokale Zuordnung gefunden
Kenny Chesney with Ally McAnally	Down the Road				keine	1	2026-07-15T05:42:14.000Z	keine lokale Zuordnung gefunden
Kid Rock	Cowboy				keine	1	2026-07-15T14:10:42.000Z	keine lokale Zuordnung gefunden
Kip Moore	Hey Pretty Girl				keine	2	2026-07-15T06:30:53.000Z	keine lokale Zuordnung gefunden
Lady Antebellum	All We'd Ever Need				keine	4	2026-07-14T22:12:51.000Z	keine lokale Zuordnung gefunden
Lady Antebellum	Bartender				keine	2	2026-07-14T20:06:48.000Z	keine lokale Zuordnung gefunden
Lady Antebellum	Compass				keine	1	2026-07-14T12:03:09.000Z	keine lokale Zuordnung gefunden
Lady Antebellum	Dancin' Away With My Heart				keine	1	2026-07-14T16:32:10.000Z	keine lokale Zuordnung gefunden
Lady Antebellum	Downtown				keine	1	2026-07-14T03:43:04.000Z	keine lokale Zuordnung gefunden
Lady Antebellum	Just A Kiss				keine	2	2026-07-15T07:05:36.000Z	keine lokale Zuordnung gefunden
Lady Antebellum	Life As We Know It				keine	1	2026-07-15T00:57:39.000Z	keine lokale Zuordnung gefunden
Lady Antebellum	Wanted You More				keine	4	2026-07-15T07:40:36.000Z	keine lokale Zuordnung gefunden
Lauren Alaina	Georgia Peaches				keine	1	2026-07-14T17:49:38.000Z	keine lokale Zuordnung gefunden
Lauren Alaina	Road Less Traveled				keine	3	2026-07-15T05:27:06.000Z	keine lokale Zuordnung gefunden
LeAnn Rimes	I Need You				keine	1	2026-07-14T17:52:47.000Z	keine lokale Zuordnung gefunden
LeAnn Rimes	One Way Ticket				keine	1	2026-07-15T14:15:00.000Z	keine lokale Zuordnung gefunden
Lee Allen	Settle Down				keine	2	2026-07-15T12:44:49.000Z	keine lokale Zuordnung gefunden
Lee Ann Womack	There is a God				keine	2	2026-07-14T16:10:28.000Z	keine lokale Zuordnung gefunden
Lee Brice	Drinking Class				keine	1	2026-07-13T22:04:00.000Z	keine lokale Zuordnung gefunden
Lee Brice	Hard to Love				keine	1	2026-07-14T13:24:48.000Z	keine lokale Zuordnung gefunden
Lee Brice	I Don't Dance				keine	1	2026-07-15T05:55:27.000Z	keine lokale Zuordnung gefunden
Lee Brice	I Drive Your Truck				keine	1	2026-07-14T11:30:26.000Z	keine lokale Zuordnung gefunden
Little Big Town	Better Man				keine	2	2026-07-14T17:14:30.000Z	keine lokale Zuordnung gefunden
Little Big Town	Pontoon				keine	1	2026-07-14T02:22:25.000Z	keine lokale Zuordnung gefunden
Little Big Town	Tornado				keine	1	2026-07-14T20:27:10.000Z	keine lokale Zuordnung gefunden
Locash	I Know Somebody				keine	2	2026-07-14T12:14:08.000Z	keine lokale Zuordnung gefunden
LOCASH	I Love This Life				keine	1	2026-07-14T02:42:58.000Z	keine lokale Zuordnung gefunden
Loretta Lynn	Coal Miner's Daughter				keine	2	2026-07-14T14:51:55.000Z	keine lokale Zuordnung gefunden
Loretta Lynn	Miss Being Mrs.				keine	3	2026-07-15T12:47:27.000Z	keine lokale Zuordnung gefunden
Love and Theft	Angel Eyes				keine	1	2026-07-15T10:42:18.000Z	keine lokale Zuordnung gefunden
Love and Theft	Runaway				keine	1	2026-07-13T19:34:54.000Z	keine lokale Zuordnung gefunden
Luke Bryan	Drink a Beer				keine	1	2026-07-14T07:23:34.000Z	keine lokale Zuordnung gefunden
Luke Bryan	Huntin', Fishin' & Lovin' Every Day				keine	1	2026-07-15T01:30:11.000Z	keine lokale Zuordnung gefunden
Luke Bryan	I Don't Want This Night To End				keine	1	2026-07-14T04:17:47.000Z	keine lokale Zuordnung gefunden
Luke Bryan	Kick The Dust Up		Redneck boot stomp | Slapping Leather	Redneck boot stomp | Slapping Leather	hoch	1	2026-07-14T11:21:01.000Z	exakter Interpret-und-Titel-Abgleich
Luke Bryan	Move				keine	1	2026-07-14T16:06:42.000Z	keine lokale Zuordnung gefunden
Luke Bryan	Play It Again				keine	1	2026-07-15T14:34:35.000Z	keine lokale Zuordnung gefunden
Luke Bryan	Strip It Down				keine	1	2026-07-15T05:07:03.000Z	keine lokale Zuordnung gefunden
Luke Bryan	That's My Kinda Nigh				keine	1	2026-07-13T20:26:12.000Z	keine lokale Zuordnung gefunden
Luke Bryan feat. Karen Fairchild	Home Alone Tonight				keine	2	2026-07-14T11:24:12.000Z	keine lokale Zuordnung gefunden
Luke Combs	Hurricane				keine	2	2026-07-14T11:59:22.000Z	keine lokale Zuordnung gefunden
Luke Combs	She Got the Best of Me				keine	2	2026-07-14T16:57:25.000Z	keine lokale Zuordnung gefunden
Lynn Anderson	Country Bumpkin				keine	3	2026-07-15T02:10:30.000Z	keine lokale Zuordnung gefunden
Lynn Anderson	Listen to a country song				keine	3	2026-07-15T08:20:30.000Z	keine lokale Zuordnung gefunden
Lynn Anderson	Rose Garden		Electric Slide | Sugar & Pai	Electric Slide | Sugar & Pai	niedrig	1	2026-07-14T15:31:09.000Z	mehrere Tänze zum Titel vorhanden
Lynn Anderson	Snowbird				keine	3	2026-07-15T11:30:47.000Z	keine lokale Zuordnung gefunden
Mallary Hope	Love Lives On				keine	1	2026-07-14T08:48:49.000Z	keine lokale Zuordnung gefunden
Maren Morris	80s Mercedes				keine	1	2026-07-14T04:01:14.000Z	keine lokale Zuordnung gefunden
Maren Morris	Rich				keine	1	2026-07-14T20:33:51.000Z	keine lokale Zuordnung gefunden
Martina Mcbride	I Love You				keine	1	2026-07-15T09:28:33.000Z	keine lokale Zuordnung gefunden
Martina McBride	I'm Gonna Love You Through It				keine	1	2026-07-14T20:37:21.000Z	keine lokale Zuordnung gefunden
Martina McBride	Independence Day				keine	1	2026-07-14T16:46:27.000Z	keine lokale Zuordnung gefunden
Martina McBride	Strangers				keine	1	2026-07-14T03:11:25.000Z	keine lokale Zuordnung gefunden
Martina McBride	What Child Is This				keine	2	2026-07-15T05:11:06.000Z	keine lokale Zuordnung gefunden
Martina McBride	When God-Fearin' Women Get the Blues				keine	2	2026-07-15T00:53:31.000Z	keine lokale Zuordnung gefunden
Mary Chapin Carpenter	Down At The Twist And Shout				keine	5	2026-07-15T11:25:23.000Z	keine lokale Zuordnung gefunden
Mary Chapin Carpenter	Halley Came to Jackson				keine	1	2026-07-14T18:15:23.000Z	keine lokale Zuordnung gefunden
Miley Cyrus	Hoedown Throwdown				keine	2	2026-07-14T19:26:00.000Z	keine lokale Zuordnung gefunden
Miranda Lamber	Only Prettier				keine	1	2026-07-15T15:39:36.000Z	keine lokale Zuordnung gefunden
Miranda Lambert	Fastest Girl In Town				keine	5	2026-07-15T08:11:44.000Z	keine lokale Zuordnung gefunden
Miranda Lambert	Kerosene				keine	1	2026-07-14T11:34:26.000Z	keine lokale Zuordnung gefunden
Miranda Lambert	Last goodbye				keine	2	2026-07-15T08:42:00.000Z	keine lokale Zuordnung gefunden
Miranda Lambert	Little Red Wagon				keine	1	2026-07-15T14:45:20.000Z	keine lokale Zuordnung gefunden
Miranda Lambert	Mama's Broken Heart				keine	3	2026-07-15T16:27:51.000Z	keine lokale Zuordnung gefunden
Miranda Lambert	Me And Charlie Talking				keine	1	2026-07-15T10:32:04.000Z	keine lokale Zuordnung gefunden
Miranda Lambert	Somethin' Bad (feat. Carrie Underwood)				keine	1	2026-07-14T16:17:50.000Z	keine lokale Zuordnung gefunden
Miranda Lambert	The House That Built Me				keine	2	2026-07-15T05:03:07.000Z	keine lokale Zuordnung gefunden
Mitchell Tenpenny	Drunk Me				keine	1	2026-07-13T22:00:26.000Z	keine lokale Zuordnung gefunden
Montgomery Gentry	All Night Long				keine	2	2026-07-15T06:16:42.000Z	keine lokale Zuordnung gefunden
Montgomery Gentry	Didn't I				keine	2	2026-07-14T22:46:12.000Z	keine lokale Zuordnung gefunden
Montgomery Gentry	My Town				keine	2	2026-07-15T09:04:14.000Z	keine lokale Zuordnung gefunden
Montgomery Gentry	Rebels on the Run				keine	1	2026-07-15T10:55:21.000Z	keine lokale Zuordnung gefunden
Montgomery Gentry	So Called Life				keine	2	2026-07-15T08:39:03.000Z	keine lokale Zuordnung gefunden
Montgomery Gentry	What Do Ya Think About That				keine	1	2026-07-15T01:12:21.000Z	keine lokale Zuordnung gefunden
Montgomery Gentry	Where I Come From				keine	2	2026-07-15T04:20:18.000Z	keine lokale Zuordnung gefunden
Oak Ridge Boys	American Made				keine	1	2026-07-15T11:39:59.000Z	keine lokale Zuordnung gefunden
Old Dominion	Hotel Key				keine	2	2026-07-14T13:53:49.000Z	keine lokale Zuordnung gefunden
Old Dominion	Snapback				keine	1	2026-07-15T10:35:39.000Z	keine lokale Zuordnung gefunden
Parmalee	Already Callin You Mine				keine	2	2026-07-15T10:18:02.000Z	keine lokale Zuordnung gefunden
Parmalee	Carolina				keine	1	2026-07-14T08:19:59.000Z	keine lokale Zuordnung gefunden
Payton Rae	Not Your Cinderella				keine	1	2026-07-14T17:38:57.000Z	keine lokale Zuordnung gefunden
Pistol Annies	Hush Hush				keine	1	2026-07-13T18:10:17.000Z	keine lokale Zuordnung gefunden
RaeLynn	God Made Girls				keine	2	2026-07-15T14:38:22.000Z	keine lokale Zuordnung gefunden
Randy Houser	Goodnight Kiss				keine	1	2026-07-15T13:48:09.000Z	keine lokale Zuordnung gefunden
Randy Houser	Like a Cowboy				keine	1	2026-07-15T05:18:50.000Z	keine lokale Zuordnung gefunden
Rascal Flatts	Banjo				keine	1	2026-07-14T16:28:31.000Z	keine lokale Zuordnung gefunden
Rascal Flatts	Come Wake Me Up				keine	2	2026-07-14T22:17:32.000Z	keine lokale Zuordnung gefunden
Rascal Flatts	Every Day (Album Version)				keine	2	2026-07-14T18:34:40.000Z	keine lokale Zuordnung gefunden
Rascal Flatts	I Like The Sound Of That				keine	1	2026-07-14T03:39:19.000Z	keine lokale Zuordnung gefunden
Rascal Flatts	Rewind				keine	1	2026-07-13T18:46:30.000Z	keine lokale Zuordnung gefunden
Rascal Flatts	Stand				keine	1	2026-07-14T08:30:26.000Z	keine lokale Zuordnung gefunden
Reba McEntire	I'll Be				keine	1	2026-07-15T13:18:07.000Z	keine lokale Zuordnung gefunden
Reba McEntire	The Greatest Man I Never Knew				keine	2	2026-07-14T06:59:34.000Z	keine lokale Zuordnung gefunden
Reba McEntire	The Night the Lights Went Out in Georgia				keine	2	2026-07-15T02:49:29.000Z	keine lokale Zuordnung gefunden
Rodney Atkins	He's Mine				keine	3	2026-07-15T10:07:54.000Z	keine lokale Zuordnung gefunden
Russell Dickerson	Blue Tacoma				keine	1	2026-07-14T08:34:10.000Z	keine lokale Zuordnung gefunden
Sam Hunt	Break Up In A Small Town				keine	1	2026-07-14T17:45:50.000Z	keine lokale Zuordnung gefunden
Sam Hunt	House Party				keine	1	2026-07-14T07:35:04.000Z	keine lokale Zuordnung gefunden
Sam Hunt	Make You Miss Me				keine	1	2026-07-14T04:56:14.000Z	keine lokale Zuordnung gefunden
Sam Hunt	Take your Time				keine	1	2026-07-15T15:25:49.000Z	keine lokale Zuordnung gefunden
Sara Evans	My Heart Can't Tell You No				keine	2	2026-07-14T12:23:54.000Z	keine lokale Zuordnung gefunden
Shania Twain	Love Gets Me Every Time				keine	4	2026-07-15T09:50:20.000Z	keine lokale Zuordnung gefunden
Shania Twain	That Don't Impress me Much				keine	4	2026-07-15T08:27:24.000Z	keine lokale Zuordnung gefunden
Sheryl Crow	If It Makes You Happy				keine	1	2026-07-15T00:44:32.000Z	keine lokale Zuordnung gefunden
Steve Earle	Guitar Town				keine	2	2026-07-14T15:40:06.000Z	keine lokale Zuordnung gefunden
Steven Tyler	Love Is Your Name				keine	2	2026-07-15T10:11:03.000Z	keine lokale Zuordnung gefunden
Sugarland	It Happens				keine	3	2026-07-15T08:50:22.000Z	keine lokale Zuordnung gefunden
Sugarland	Small Town Jericho				keine	1	2026-07-13T22:29:32.000Z	keine lokale Zuordnung gefunden
Sugarland ft. Taylor Swift	Babe				keine	1	2026-07-15T01:44:20.000Z	keine lokale Zuordnung gefunden
Taylor Swift	Jump Then Fall				keine	2	2026-07-14T23:16:28.000Z	keine lokale Zuordnung gefunden
Taylor Swift	Ours				keine	2	2026-07-14T12:09:59.000Z	keine lokale Zuordnung gefunden
Taylor Swift	Sparks Fly				keine	1	2026-07-14T21:58:12.000Z	keine lokale Zuordnung gefunden
Taylor Swift	The Moment I Knew				keine	3	2026-07-15T07:28:58.000Z	keine lokale Zuordnung gefunden
Taylor Swift	Tim McGraw				keine	2	2026-07-14T22:08:56.000Z	keine lokale Zuordnung gefunden
Taylor Swift	We Are Never Ever Getting Back Together				keine	2	2026-07-15T01:34:50.000Z	keine lokale Zuordnung gefunden
The Band Perry	Better Dig Two				keine	1	2026-07-15T06:09:57.000Z	keine lokale Zuordnung gefunden
The Band Perry	Chainsaw				keine	3	2026-07-15T14:59:31.000Z	keine lokale Zuordnung gefunden
The Band Perry	Postcard From Paris				keine	1	2026-07-14T20:16:34.000Z	keine lokale Zuordnung gefunden
The Bellamy Brothers	Lovers Live Longer		Cabo San Lucas | I close my eyes	Cabo San Lucas | I close my eyes	hoch	3	2026-07-15T11:55:32.000Z	exakter Interpret-und-Titel-Abgleich
The Boys of Fall	Kenny Chesney				keine	1	2026-07-15T13:03:48.000Z	keine lokale Zuordnung gefunden
The Dixie Chicks	Long Time Gone				keine	1	2026-07-15T01:51:42.000Z	keine lokale Zuordnung gefunden
The Dixie Chicks	Lubbock or Leave It				keine	1	2026-07-14T10:52:00.000Z	keine lokale Zuordnung gefunden
The Dixie Chicks	More Love				keine	4	2026-07-15T16:34:47.000Z	keine lokale Zuordnung gefunden
The Dixie Chicks	Top of the World				keine	4	2026-07-15T16:01:16.000Z	keine lokale Zuordnung gefunden
The Dixie Chicks	Tortured, Tangled Hearts				keine	1	2026-07-14T11:06:08.000Z	keine lokale Zuordnung gefunden
The Oak Ridge Boys	I Know				keine	1	2026-07-14T14:50:20.000Z	keine lokale Zuordnung gefunden
The Oak Ridge Boys	I'll Live In Glory				keine	2	2026-07-15T11:28:48.000Z	keine lokale Zuordnung gefunden
The Swon Brothers	Danny's Song				keine	2	2026-07-15T06:03:01.000Z	keine lokale Zuordnung gefunden
This is How We Roll	Florida Georgia Line (Feat. Luke Bryan)				keine	1	2026-07-15T06:48:52.000Z	keine lokale Zuordnung gefunden
Thomas Rhett	Die A Happy Man				keine	1	2026-07-15T00:36:49.000Z	keine lokale Zuordnung gefunden
Thomas Rhett	It Goes Like This				keine	1	2026-07-14T11:52:57.000Z	keine lokale Zuordnung gefunden
Thomas Rhett	Life Changes				keine	4	2026-07-15T04:38:38.000Z	keine lokale Zuordnung gefunden
Thomas Rhett	Something To Do With My Hands				keine	3	2026-07-15T14:48:50.000Z	keine lokale Zuordnung gefunden
Thompson Square	Everything I Shouldn't Be Thinking About				keine	1	2026-07-15T05:45:20.000Z	keine lokale Zuordnung gefunden
Thompson Square	If I Didn't Have You				keine	1	2026-07-14T03:01:57.000Z	keine lokale Zuordnung gefunden
Tim McGraw	Better Than I Used to Be				keine	3	2026-07-15T06:23:44.000Z	keine lokale Zuordnung gefunden
Tim McGraw	Down On the Farm				keine	1	2026-07-15T16:07:17.000Z	keine lokale Zuordnung gefunden
Tim McGraw	How I'll Always Be				keine	2	2026-07-15T00:26:09.000Z	keine lokale Zuordnung gefunden
Tim McGraw	Meanwhile Back At Mama's (feat. Faith Hill)				keine	2	2026-07-15T10:04:04.000Z	keine lokale Zuordnung gefunden
Tim McGraw	My Next Thirty Years				keine	1	2026-07-14T23:27:31.000Z	keine lokale Zuordnung gefunden
Tim McGraw	One of Those Nights				keine	2	2026-07-14T10:23:11.000Z	keine lokale Zuordnung gefunden
Tim McGraw	She's My Kind Of Rain				keine	1	2026-07-14T20:00:00.000Z	keine lokale Zuordnung gefunden
Tim McGraw	Top Of The World				keine	3	2026-07-15T13:22:36.000Z	keine lokale Zuordnung gefunden
Tim McGraw and Faith Hill	Speak to a Girl				keine	2	2026-07-14T21:26:36.000Z	keine lokale Zuordnung gefunden
Tim McGrwa Feat. Taylor Swift & Keith Urban	Highway Don't Care				keine	1	2026-07-14T07:30:30.000Z	keine lokale Zuordnung gefunden
Toby Keith	He Ain't Worth Missing				keine	1	2026-07-14T07:06:58.000Z	keine lokale Zuordnung gefunden
Toby Keith	I Like Girls That Drink Beer				keine	4	2026-07-15T16:16:53.000Z	keine lokale Zuordnung gefunden
Toby Keith	Made In America				keine	1	2026-07-13T19:52:34.000Z	keine lokale Zuordnung gefunden
Toby Keith	Nerver Smoke with Willi again				keine	2	2026-07-14T22:06:18.000Z	keine lokale Zuordnung gefunden
Toby Keith	Somewhere Else				keine	4	2026-07-15T07:47:53.000Z	keine lokale Zuordnung gefunden
Tompall Glaser	Put Another Log On The Fire				keine	2	2026-07-15T11:21:42.000Z	keine lokale Zuordnung gefunden
Trace Adkins	Chrome				keine	3	2026-07-15T14:41:57.000Z	keine lokale Zuordnung gefunden
Trace Adkins	Ladies Love Country Boys				keine	1	2026-07-13T23:56:30.000Z	keine lokale Zuordnung gefunden
Trace Adkins	Then they do				keine	1	2026-07-14T21:01:02.000Z	keine lokale Zuordnung gefunden
Travis Tritt	Here's A Quarter(call someone who cares)				keine	1	2026-07-14T17:21:58.000Z	keine lokale Zuordnung gefunden
Trisha Yearwood	Coming Back to You				keine	2	2026-07-14T22:35:00.000Z	keine lokale Zuordnung gefunden
Trisha Yearwood	Down On My Knees				keine	1	2026-07-15T08:31:03.000Z	keine lokale Zuordnung gefunden
Trisha Yearwood	She's In Love With The Boy				keine	3	2026-07-15T12:07:27.000Z	keine lokale Zuordnung gefunden
Trisha Yearwood	Wrong Side Of Memphis				keine	2	2026-07-15T12:53:12.000Z	keine lokale Zuordnung gefunden
Tyler Farr	Whiskey In My Water				keine	1	2026-07-14T12:35:56.000Z	keine lokale Zuordnung gefunden
Vince Gill	One More Last Chance				keine	2	2026-07-14T14:42:31.000Z	keine lokale Zuordnung gefunden
Waylon Jennings	America				keine	4	2026-07-15T16:39:54.000Z	keine lokale Zuordnung gefunden
Waylon Jennings	Luckenback , Texas				keine	3	2026-07-15T12:04:06.000Z	keine lokale Zuordnung gefunden
Waylon Jennings	Rainy Day Woman				keine	3	2026-07-15T02:05:31.000Z	keine lokale Zuordnung gefunden
Waylon Jennings	Rose In Paradise				keine	2	2026-07-15T07:21:21.000Z	keine lokale Zuordnung gefunden
Waylon Jennings & Jesse Coulter	Yellow Rose Of Texas				keine	3	2026-07-15T11:08:15.000Z	keine lokale Zuordnung gefunden
Waylon Jennings & Willie Nelson	Ladies Love Outlaws				keine	2	2026-07-15T03:03:49.000Z	keine lokale Zuordnung gefunden
Waylon Jennings & Willie Nelson	Mamas Don't Let Your Babies Grow Up To Be Cowboys				keine	2	2026-07-15T12:01:32.000Z	keine lokale Zuordnung gefunden
William Michael Morgan	I Met A Girl				keine	1	2026-07-15T09:14:59.000Z	keine lokale Zuordnung gefunden
Willie Nelson	Always On My Mind				keine	2	2026-07-14T06:46:57.000Z	keine lokale Zuordnung gefunden
Willie Nelson	Georgia On My Mind				keine	4	2026-07-15T12:32:45.000Z	keine lokale Zuordnung gefunden
Willie Nelson	On The Road Again				keine	3	2026-07-15T03:39:47.000Z	keine lokale Zuordnung gefunden
Willie Nelson & Leon Russel	Heartbreak Hotel				keine	1	2026-07-14T15:25:16.000Z	keine lokale Zuordnung gefunden
Zac Brown Band	As She's Walking Away				keine	1	2026-07-14T16:24:33.000Z	keine lokale Zuordnung gefunden
Zac Brown Band	Castaway				keine	1	2026-07-15T09:11:51.000Z	keine lokale Zuordnung gefunden
Zac Brown Band	Colder Weather				keine	1	2026-07-15T15:42:46.000Z	keine lokale Zuordnung gefunden
Zac Brown Band	Highway 20 Ride				keine	2	2026-07-15T07:25:04.000Z	keine lokale Zuordnung gefunden
Zac Brown Band	Homegrown				keine	2	2026-07-14T02:25:53.000Z	keine lokale Zuordnung gefunden
Zac Brown Band	Keep Me In Mind				keine	1	2026-07-14T07:26:56.000Z	keine lokale Zuordnung gefunden
Zac Brown Band	Loving You Easy				keine	1	2026-07-15T00:09:28.000Z	keine lokale Zuordnung gefunden
Zac Brown Band	My Old Man				keine	1	2026-07-13T22:36:45.000Z	keine lokale Zuordnung gefunden
Zac Brown Band	No Hurry				keine	3	2026-07-14T23:02:22.000Z	keine lokale Zuordnung gefunden
Zac Brown Band	Sweet Annie				keine	1	2026-07-14T13:43:06.000Z	keine lokale Zuordnung gefunden
Zac Brown Band	The Wind				keine	4	2026-07-14T23:34:25.000Z	keine lokale Zuordnung gefunden
Zac Brown Band	Whatever It Is				keine	2	2026-07-15T06:20:14.000Z	keine lokale Zuordnung gefunden
